gppd_idnr,elevation_meters
USA0050476,435
USA0003929,906
USA0057030,210
USA0001366,139
USA0058032,39
USA0058277,284
USA0002936,197
USA0050533,450
USA0059382,1361
USA0056378,218
USA0060566,140
USA0000792,11
USA0001715,184
USA0000850,1654
USA0050071,12
USA0057898,12
USA0060076,121
USA0059866,108
USA0059475,926
WRI1028008,8
WRI1026814,8
USA0006008,291
USA0057773,116
USA0057562,219
USA0055985,238
USA0057530,797
USA0058799,23
USA0058420,224
USA0058426,152
USA0058005,227
USA0058001,182
USA0054932,217
USA0056803,126
USA0055874,122
USA0007584,324
USA0058404,1081
USA0050776,329
USA0055027,293
USA0050318,221
USA0001378,139
USA0058569,7
USA0058293,449
USA0008015,88
USA0007283,88
USA0058058,28
USA0000376,146
USA0001376,246
USA0007270,241
USA0050109,168
USA0002597,228
USA0050275,7
USA0059539,482
USA0050408,191
USA0000428,87
USA0000447,148
USA0059001,32
USA0050799,34
USA0059544,32
USA0058198,142
USA0003291,89
USA0003290,82
USA0055047,12
USA0050666,20
USA0059530,6
USA0059222,118
USA0050311,57
USA0060239,191
USA0055656,329
USA0058856,64
USA0058896,13
USA0056661,8
USA0058720,1042
USA0058242,1039
USA0057999,669
USA0058319,1262
USA0002071,117
USA0057620,232
USA0060470,225
USA0050628,7
USA0059702,1510
USA0060449,1478
USA0060886,1464
USA0002995,254
USA0006248,1315
USA0059894,205
USA0054056,20
USA0050373,98
USA0057124,1045
USA0060715,356
USA0060530,355
USA0007408,1393
USA0007715,40
USA0003166,40
USA0057789,26
USA0060143,1928
USA0058676,5
USA0006238,135
USA0003630,206
USA0001781,387
USA0056789,272
USA0006704,21
USA0059157,86
USA0059221,82
USA0010099,1
USA0056563,1447
USA0050758,19
USA0006702,12
USA0007971,270
USA0003048,483
USA0010800,211
USA0010799,227
USA0050312,83
USA0050353,86
USA0050414,92
USA0057095,6
USA0056795,3
USA0002296,405
USA0056327,262
USA0056511,15
USA0056883,15
USA0007690,6
USA0007964,262
USA0050051,22
USA0002981,210
USA0010416,20
USA0054890,192
USA0010694,61
USA0059967,55
USA0057502,26
USA0057772,13
USA0060235,14
USA0057879,15
USA0056243,412
USA0060629,166
USA0003494,811
USA0058155,1903
USA0000481,459
USA0006020,190
USA0060071,19
USA0001556,10
USA0055620,26
USA0000955,140
USA0001037,200
USA0004080,274
USA0010324,213
USA0000091,6
USA0003720,56
USA0061185,53
USA0060392,24
USA0054236,14
USA0060762,82
USA0054661,215
USA0058580,191
USA0054628,1142
USA0001557,19
USA0052106,2
USA0010197,135
USA0059911,7
USA0056496,951
USA0050388,55
USA0050119,5
USA0003834,321
USA0000264,811
USA0058708,357
USA0058709,357
USA0054865,110
USA0058535,45
USA0003415,118
USA0058486,616
USA0057909,238
USA0010787,245
USA0058248,242
USA0002598,468
USA0060686,539
USA0056376,247
USA0059848,1780
USA0057448,34
USA0001590,8
USA0056440,1042
USA0001898,361
USA0057187,347
USA0000674,1674
USA0058898,222
USA0000388,40
USA0057058,17
USA0055202,130
USA0004045,348
USA0055075,62
USA0010627,66
USA0007907,235
USA0056690,160
USA0060531,303
USA0007806,178
USA0054989,198
USA0057443,199
USA0058993,38
USA0057306,1439
USA0056433,1283
USA0007132,1506
USA0056188,20
USA0050884,8
USA0050208,322
USA0054620,227
USA0050739,147
USA0056345,171
USA0003124,336
USA0057595,770
USA0003825,494
USA0057834,880
USA0057837,900
USA0057555,193
USA0003656,1329
USA0056957,69
USA0057881,723
USA0056797,396
USA0057675,239
USA0050273,19
USA0060259,2035
USA0002937,260
USA0007902,120
USA0060404,236
USA0000265,879
USA0000266,759
USA0000267,639
USA0000268,458
USA0000269,409
USA0000270,366
USA0010478,374
WRI1029192,8
USA0000271,1
USA0050002,313
USA0054124,48
USA0003722,318
USA0060740,27
USA0059803,13
USA0001737,314
USA0059364,27
USA0056847,60
USA0055650,1877
USA0056516,1878
USA0002297,515
USA0050028,27
USA0001840,186
USA0002678,8
USA0050696,12
USA0002679,2
USA0052099,6
USA0003485,1124
USA0055419,9
USA0000059,572
USA0007145,234
USA0059417,965
USA0006170,212
USA0007843,416
USA0056005,370
USA0000402,1354
USA0060586,265
USA0059201,416
USA0055349,197
USA0010479,2222
USA0056456,72
USA0055090,825
USA0059137,48
USA0058480,6
USA0054803,171
USA0057976,371
USA0057367,566
USA0000272,299
USA0058197,299
USA0000055,52
USA0004046,189
USA0052069,13
USA0000519,2030
USA0007242,48
USA0059917,8
USA0056501,380
USA0000762,315
USA0007546,315
USA0010709,752
USA0055203,1933
USA0007940,118
USA0050741,358
USA0000353,2396
USA0007392,111
USA0006474,12
USA0050389,6
USA0058549,11
USA0058823,6
USA0010568,8
USA0054103,295
USA0000617,10
USA0002517,22
USA0010817,272
USA0006282,25
USA0054748,8
USA0058647,3
USA0050544,5
USA0004040,184
USA0050804,11
USA0056227,6
USA0058266,6
USA0061319,10
USA0059196,654
USA0059194,571
USA0059195,571
USA0008019,343
USA0060046,193
USA0000354,2149
USA0059504,12
USA0059219,140
USA0058309,139
USA0003113,92
USA0055096,183
USA0003804,15
USA0000835,657
USA0056483,528
USA0057678,536
USA0056457,827
USA0004071,187
USA0056697,153
USA0059952,30
USA0001660,12
USA0000274,315
USA0008053,4
USA0007883,359
USA0057761,1756
USA0057760,1839
USA0007862,43
USA0057696,2
USA0010154,10
USA0052132,10
USA0004195,169
USA0000879,149
USA0058611,896
USA0057408,116
USA0058322,599
USA0060262,601
USA0060314,601
USA0001073,221
USA0004056,230
USA0058171,868
USA0058183,593
USA0001925,211
USA0000378,391
USA0057644,529
USA0056494,419
USA0055856,138
USA0054926,248
USA0057406,192
USA0056628,457
USA0056607,686
USA0056608,580
USA0058129,208
USA0001317,575
USA0054605,17
USA0007447,578
USA0060447,104
USA0056228,1501
USA0058147,1529
USA0054886,184
USA0001769,192
USA0001176,201
USA0002004,301
USA0055953,10
USA0001773,226
USA0003887,128
USA0055601,182
USA0001177,459
USA0059533,49
USA0000957,214
USA0002005,300
USA0058584,40
USA0007501,452
USA0050456,156
USA0050463,205
USA0006450,142
USA0058529,67
USA0058493,80
USA0058494,38
USA0058495,59
USA0002599,340
USA0003032,636
USA0003033,650
USA0003034,824
USA0003035,747
USA0007603,274
USA0058899,1552
USA0056622,272
USA0050241,1177
USA0060841,107
USA0060842,94
USA0000460,1425
USA0056998,1481
USA0010472,206
USA0004072,180
USA0010074,7
USA0059322,323
USA0050699,55
USA0007130,70
USA0052028,207
WRI1026815,10
USA0050240,183
USA0006302,0
USA0059550,45
USA0001739,317
USA0001637,55
USA0000771,19
USA0007975,1308
USA0010547,133
USA0056981,722
USA0059457,99
USA0056966,35
USA0000880,186
USA0052039,929
USA0056349,873
USA0055694,175
USA0054424,31
USA0058125,1243
USA0058631,23
USA0057883,431
USA0006438,622
USA0057369,2312
USA0061119,1670
USA0061120,1670
USA0061121,1699
USA0000917,313
USA0059506,27
USA0001295,233
USA0055860,58
USA0057057,9
USA0059339,60
USA0058362,28
USA0000382,742
USA0006639,123
USA0006061,81
USA0050147,158
USA0006122,81
USA0001008,144
USA0002790,506
USA0006085,203
USA0001393,9
USA0003628,276
USA0061162,36
USA0060426,313
USA0055820,723
USA0058984,50
USA0057795,514
USA0059976,837
USA0059977,859
USA0057790,1276
USA0060389,753
USA0057783,8
USA0057784,8
USA0057785,8
USA0058983,845
USA0058990,845
USA0057777,40
USA0057779,41
USA0057781,39
USA0060233,866
USA0060386,849
USA0057778,10
USA0057780,10
USA0057782,10
USA0058985,62
USA0058148,62
USA0058991,68
USA0057816,14
USA0057817,14
USA0057818,14
USA0057819,14
USA0057820,14
USA0057821,14
USA0059150,69
USA0058986,99
USA0059994,921
USA0059939,69
USA0058202,980
USA0010025,141
USA0058039,35
USA0059777,278
USA0058630,301
USA0057565,29
USA0057419,250
USA0055117,13
USA0057507,1575
USA0057141,1573
USA0055417,159
USA0006151,512
USA0006006,175
USA0003827,553
USA0052072,561
USA0058354,784
USA0058355,780
USA0058274,77
USA0056317,1474
USA0056856,200
USA0060492,230
USA0058316,48
USA0061095,50
USA0060333,666
USA0000559,23
USA0002193,979
USA0006526,91
USA0002600,336
USA0057474,947
USA0002092,265
USA0000427,415
USA0058909,438
USA0058911,438
USA0058810,10
USA0059540,359
USA0056615,172
USA0060226,61
USA0058184,74
USA0057638,329
USA0000958,232
USA0052054,269
USA0004122,221
USA0010686,393
USA0059059,43
USA0060729,66
USA0059055,42
USA0007456,678
USA0055179,667
USA0059943,825
USA0002500,5
USA0006761,1733
USA0008219,1672
USA0003576,162
USA0002601,61
USA0001456,12
USA0010560,33
USA0010356,175
USA0010464,195
USA0007513,135
USA0010354,127
USA0054526,335
USA0050650,355
USA0057568,588
USA0056184,86
USA0000959,136
USA0007595,223
USA0002299,533
USA0059391,30
USA0055455,267
USA0059760,116
USA0055076,174
USA0056804,590
USA0058833,1587
USA0060285,1450
USA0058433,10
USA0057357,2462
USA0000484,325
USA0055239,18
USA0060929,57
USA0010700,30
USA0060129,81
USA0001926,207
USA0060796,320
USA0001638,80
USA0055463,317
USA0058831,231
USA0007307,157
USA0050267,1395
USA0059114,221
USA0002009,289
USA0056414,318
USA0002450,1553
USA0059278,14
USA0058030,16
USA0050225,17
USA0056134,5
USA0057650,169
USA0059029,47
USA0002324,491
USA0007838,83
USA0000174,103
USA0055402,235
USA0057249,189
USA0056420,212
USA0001038,204
USA0054034,5
USA0058870,16
USA0003779,169
USA0058865,188
USA0002053,112
USA0000965,186
USA0050933,479
USA0052024,17
USA0055107,118
USA0002730,304
USA0050054,21
USA0056079,64
USA0006132,148
USA0056321,1460
USA0054936,181
USA0007314,31
USA0002880,219
USA0058834,223
USA0056122,106
USA0059874,156
USA0007335,310
USA0052109,8
USA0057897,43
USA0003168,7
USA0055741,1373
USA0054931,1412
USA0010597,1341
USA0055925,265
USA0057386,559
USA0050365,106
USA0010755,1686
USA0056503,201
USA0060702,31
USA0057685,22
USA0060329,907
USA0002631,221
USA0055039,1528
USA0010767,96
USA0050037,178
USA0010772,41
USA0059249,174
USA0059250,114
USA0060198,1525
USA0002444,1141
USA0058500,812
USA0054338,20
USA0000482,52
USA0055137,172
USA0058589,1630
USA0059044,1028
USA0056135,22
USA0057830,316
USA0060493,220
USA0057621,994
USA0059235,991
USA0059236,1019
USA0006462,34
USA0060058,160
USA0001084,244
USA0003049,133
USA0059747,663
USA0007605,12
USA0060487,16
USA0001740,182
USA0060843,2
USA0052168,8
USA0057019,43
USA0058789,21
USA0001081,181
USA0001559,4
USA0001927,244
USA0004940,192
USA0055641,237
USA0056143,220
USA0055198,170
USA0001607,26
USA0059877,230
USA0058036,7
USA0001239,252
USA0055963,8
USA0054057,184
USA0054816,304
USA0054464,103
USA0000619,7
USA0056578,579
USA0057338,1244
USA0002758,43
USA0054035,32
USA0054755,32
USA0010881,447
USA0050230,66
USA0000433,1482
USA0001383,133
USA0007200,26
USA0002693,169
USA0002694,48
USA0056374,195
USA0057579,55
USA0007872,238
USA0002985,143
USA0059763,45
USA0007348,91
USA0058377,253
USA0002639,146
USA0002638,156
USA0002641,116
USA0002007,268
USA0000275,535
USA0058142,1260
USA0050987,916
USA0010809,978
USA0050892,359
USA0058347,128
USA0058241,3
USA0006200,223
USA0006741,292
USA0001181,411
USA0004057,232
USA0055740,2252
USA0059319,39
USA0054763,31
USA0055391,284
USA0059811,55
USA0001180,303
USA0058643,213
USA0055116,247
USA0060106,131
USA0059090,31
USA0057766,1447
USA0006166,132
USA0000903,224
USA0056692,89
USA0058942,237
USA0058953,241
USA0058668,258
USA0007824,-33
USA0050228,84
USA0003266,88
USA0006516,1275
USA0050468,32
USA0055835,1518
USA0006189,248
USA0003883,213
USA0058078,520
USA0000539,80
USA0003305,162
USA0055109,267
USA0058751,741
USA0058752,741
USA0058089,379
USA0057524,680
USA0001716,263
USA0057713,6
USA0006373,371
USA0050351,101
USA0058297,100
USA0058296,96
USA0058298,193
USA0060705,365
USA0056842,1756
USA0055401,225
USA0057501,400
USA0057045,615
USA0000034,625
USA0056990,237
USA0054418,20
USA0054286,213
USA0057465,534
USA0000149,621
USA0007832,447
USA0058771,1359
USA0060761,266
USA0057953,161
USA0058498,790
USA0058499,784
USA0056593,724
USA0059375,25
USA0056469,1076
USA0057911,195
USA0050555,52
USA0060714,275
USA0008006,9
USA0007452,38
USA0056298,27
USA0006202,473
USA0060406,1082
USA0057240,966
USA0057239,966
USA0058124,351
USA0003050,531
USA0058715,334
USA0050955,16
USA0059031,62
USA0058681,1057
USA0007826,224
USA0007480,58
USA0002712,131
USA0058340,163
USA0061288,164
USA0059831,45
USA0060781,5
USA0006407,317
USA0058255,925
USA0059410,735
USA0057097,488
USA0010495,143
USA0010493,383
USA0055100,192
USA0000357,2231
USA0006155,125
USA0060592,387
USA0056467,-1
USA0056694,286
USA0001319,561
USA0007930,561
USA0058449,774
USA0050411,42
USA0059589,276
USA0055571,570
USA0003723,166
USA0000495,2781
USA0002194,893
USA0051026,154
USA0057427,964
WRI1026831,37
USA0002682,417
USA0002351,209
USA0050447,24
USA0050896,1238
USA0000689,10
USA0000085,6
USA0056208,443
USA0058063,120
USA0057665,240
USA0056915,128
USA0059074,12
USA0057843,7
USA0007551,12
USA0059359,1103
USA0059360,1106
USA0059423,1176
USA0059422,1172
USA0059421,1181
USA0059138,144
USA0059139,293
USA0050231,29
USA0056873,168
USA0010439,753
USA0010440,755
USA0010446,628
USA0010441,760
USA0010442,766
USA0010443,764
USA0010444,637
USA0050290,30
USA0058073,793
USA0059730,799
USA0058074,670
USA0058234,667
USA0060745,-8
USA0060744,-5
USA0059740,1027
USA0059273,797
USA0058227,589
USA0058479,1103
USA0057971,3
USA0057043,39
USA0060108,276
USA0057928,131
USA0056080,1
USA0060391,265
USA0057903,316
USA0058547,1653
USA0057671,11
USA0057669,7
USA0057753,6
USA0057670,15
USA0007552,7
USA0059658,136
USA0057736,947
USA0057737,996
USA0057738,1095
USA0057739,1137
USA0057740,974
USA0059947,48
USA0059535,75
USA0060853,95
USA0060023,1567
USA0060283,1562
USA0060497,1555
USA0059444,248
USA0058295,506
USA0050537,17
USA0056422,216
USA0058156,80
USA0058144,169
USA0057846,192
USA0060810,9
USA0001320,403
USA0003459,7
USA0055104,6
USA0010789,5
USA0059323,20
USA0058636,17
USA0056875,37
USA0058213,353
USA0058608,379
USA0003175,54
USA0050903,182
USA0056858,704
USA0000118,581
USA0054271,552
USA0054800,111
USA0050952,191
USA0050610,52
USA0001865,176
USA0054262,348
USA0056519,314
USA0054984,282
USA0060441,55
USA0056289,303
USA0056288,313
USA0000474,2494
USA0002982,257
WRI1026820,12
USA0050865,140
USA0003724,123
USA0007400,227
USA0000065,8
USA0000817,1206
USA0050702,10
USA0056441,1111
USA0060657,981
USA0056554,1294
USA0058006,1323
USA0000279,1176
USA0007965,377
USA0010879,-71
USA0010759,-69
USA0054996,-67
USA0010878,-69
USA0055983,-67
USA0056583,579
USA0056584,563
USA0003267,265
USA0003293,85
USA0060535,149
USA0003468,10
USA0003631,36
USA0006413,51
USA0058805,206
USA0057492,46
USA0061096,42
USA0050234,388
USA0057904,173
USA0050061,117
USA0006646,341
USA0050233,309
USA0057456,1245
WRI1028017,4
USA0000403,306
USA0006479,664
USA0006480,537
USA0054017,433
USA0050281,507
USA0050690,331
USA0054454,258
USA0060304,2421
USA0056603,62
USA0007325,12
USA0000276,764
USA0000277,876
USA0010548,27
USA0002451,1632
WRI1026816,5
USA0056304,1427
USA0057317,2311
USA0006183,107
USA0050400,871
USA0056479,822
USA0057361,223
USA0007900,132
USA0056973,332
USA0059710,292
USA0059558,1847
USA0006648,153
USA0052071,152
USA0004074,217
USA0059634,436
USA0056611,147
USA0058491,52
USA0057285,744
USA0000620,8
USA0050157,191
USA0000361,820
USA0000363,599
USA0007232,11
USA0057876,81
USA0060196,1921
USA0058913,29
USA0058912,29
USA0050076,315
WRI1026818,22
USA0056284,0
USA0057100,77
USA0058625,118
USA0060385,118
USA0055242,30
USA0008068,384
USA0054898,490
USA0060197,1764
USA0050639,363
USA0059500,101
USA0054574,39
USA0059686,17
USA0002300,709
USA0050864,266
USA0002292,336
USA0050252,312
USA0054974,223
USA0010361,36
USA0057138,91
USA0057052,0
USA0057749,943
USA0001756,305
USA0002390,3
USA0010308,15
USA0057056,4
USA0001899,340
USA0000404,9
USA0002606,71
USA0059591,34
USA0006257,154
USA0002367,0
USA0002605,48
USA0054655,135
USA0002607,37
USA0003169,15
USA0059013,11
USA0059724,11
USA0050049,39
USA0000551,45
USA0059982,167
USA0000839,907
USA0060316,95
USA0050974,428
USA0056775,740
USA0056506,737
USA0059643,47
USA0006115,12
USA0057667,29
USA0060747,34
USA0010167,18
USA0059404,1085
USA0056978,172
USA0006529,472
USA0007381,850
USA0058172,2
USA0054111,-2
USA0050159,226
USA0055556,59
USA0059592,98
USA0007957,201
USA0059311,566
USA0059312,566
USA0006341,17
USA0006283,22
USA0010725,61
USA0058669,56
USA0059188,161
USA0060555,139
USA0060556,149
USA0004182,1960
USA0060514,56
USA0000136,40
USA0002956,295
USA0050803,9
USA0057981,427
USA0059654,241
USA0056545,283
USA0054782,146
USA0057457,114
USA0057482,322
USA0000316,301
USA0006152,214
USA0050563,228
USA0057493,216
USA0056149,275
USA0056843,2081
USA0007919,312
USA0059722,-3
USA0059723,-6
USA0002608,143
USA0000092,31
USA0003130,333
USA0007813,265
USA0055414,22
USA0057964,277
USA0059396,42
USA0059408,115
USA0060919,217
USA0056577,579
USA0058956,73
USA0058323,58
USA0059034,339
USA0055354,567
USA0001324,1055
USA0060267,43
USA0007973,357
USA0000445,201
USA0057857,137
USA0058814,1011
USA0061189,1778
USA0061190,1927
USA0059155,2
USA0001504,32
USA0001379,105
USA0003114,161
USA0003131,325
USA0056166,229
USA0050091,458
USA0004059,262
USA0057080,675
USA0007405,238
USA0007406,238
USA0007860,234
USA0056063,276
USA0002943,334
USA0007827,327
USA0060101,260
USA0057200,250
USA0007828,328
USA0002277,445
USA0058824,107
USA0010494,98
USA0056248,10
USA0050304,15
USA0007850,291
USA0000552,45
USA0054813,268
USA0056779,951
USA0057415,1014
USA0006090,294
USA0006012,339
USA0007288,21
USA0002609,108
USA0007805,97
USA0056362,45
USA0057586,49
USA0057725,62
USA0056874,50
USA0001843,191
USA0060498,85
USA0057553,291
USA0006345,6
USA0002632,149
USA0058018,732
USA0057951,42
USA0002518,8
USA0055787,21
USA0007413,186
USA0000476,1828
USA0004183,1616
USA0000818,984
USA0006125,171
USA0057990,169
USA0061244,79
USA0057063,58
USA0056312,1979
USA0002094,236
USA0054322,45
USA0007060,457
USA0001184,466
USA0002302,1246
USA0002852,314
USA0054678,14
USA0057914,587
USA0058585,66
USA0055882,1
USA0056406,2
USA0050110,981
USA0010144,44
USA0050111,1517
USA0050112,1057
USA0054517,684
USA0059431,772
USA0057323,708
USA0057851,219
USA0058861,268
USA0050127,315
USA0057702,29
USA0006768,94
USA0003559,16
USA0061019,190
USA0060249,2
USA0010849,192
USA0058540,1724
USA0007988,123
USA0003725,391
USA0057341,20
USA0057676,304
USA0057091,2040
USA0056771,507
USA0057442,921
USA0058644,888
USA0055841,762
USA0060746,160
USA0006581,251
USA0003601,147
USA0058628,244
USA0058945,114
USA0059149,18
USA0050274,1358
USA0054472,2070
USA0000722,108
USA0054374,2014
USA0002107,135
USA0057364,51
USA0050980,1131
USA0010220,119
USA0050322,125
USA0054547,92
USA0006356,183
USA0000066,13
USA0001505,41
USA0060425,100
USA0059057,42
USA0007259,126
USA0059938,71
USA0050536,1508
USA0058460,407
USA0060248,1553
USA0056528,141
USA0050961,485
USA0059837,368
USA0058164,487
USA0056621,659
USA0002011,308
USA0003036,602
USA0001741,177
USA0050359,182
USA0000776,1029
USA0050160,220
USA0007829,167
USA0002368,308
USA0003709,134
USA0058166,47
USA0054249,589
USA0006391,1
USA0003780,246
USA0059955,47
USA0054823,40
USA0056035,40
USA0058575,17
USA0056488,535
USA0056985,484
USA0003658,1833
USA0000090,12
USA0000078,4
USA0050141,112
USA0003860,135
USA0007867,69
USA0060367,186
USA0059106,17
USA0010215,2513
USA0003821,191
USA0056602,728
USA0059857,39
USA0059856,17
USA0060669,10
USA0000831,1742
USA0052174,1212
USA0003037,535
USA0002610,402
USA0058621,-15
USA0056812,217
USA0050985,4
USA0007526,22
USA0058592,-46
USA0060469,0
USA0056996,188
USA0057217,375
USA0057219,347
USA0057220,248
USA0057221,349
USA0057222,268
USA0057223,264
USA0057224,324
USA0057225,338
USA0057227,342
USA0057229,324
USA0057230,342
USA0057231,319
USA0057232,328
USA0057237,374
USA0057236,327
USA0057245,459
USA0057246,449
USA0057247,314
USA0057534,258
USA0057535,257
USA0057441,131
USA0057540,443
USA0057900,350
USA0058388,792
USA0058389,779
USA0060591,794
USA0060869,914
USA0057933,4
USA0058402,33
USA0057435,12
USA0057206,73
USA0055570,575
USA0000390,61
USA0007058,348
USA0059191,55
USA0059192,38
USA0060580,50
USA0060185,866
USA0007947,434
USA0058554,101
USA0006082,83
USA0050406,71
USA0050704,27
USA0058782,35
USA0058829,308
USA0057919,49
USA0000510,1114
USA0055752,134
USA0055753,134
USA0055880,134
USA0057793,47
USA0058578,329
USA0006095,299
USA0058745,268
USA0059606,111
USA0000280,460
USA0060798,3
USA0057770,20
USA0050752,186
USA0002485,115
USA0059922,110
USA0058783,1960
USA0058784,1938
USA0056796,764
USA0002611,276
USA0057076,73
USA0000100,396
USA0056092,561
USA0054624,8
USA0010138,1427
