gppd_idnr,elevation_meters
IND0000159,149
IND0000160,188
IND0000161,354
IND0000162,52
WRI1026149,13
WRI1026150,138
WRI1026096,20
WRI1026777,14
WRI1026099,299
WRI1026082,6
WRI1026339,511
IND0000166,882
IND0000167,98
IND0000168,149
IND0000169,41
IND0000170,46
IND0000171,184
IND0000172,91
IND0000173,51
IND0000174,546
IND0000175,546
IND0000176,341
IND0000177,94
WRI1019919,477
WRI1020002,335
IND0000178,73
IND0000179,672
WRI1019959,576
IND0000180,3
IND0000181,86
IND0000182,1699
IND0000183,2673
IND0000184,16
IND0000185,309
IND0000186,24
WRI1020003,165
IND0000188,128
IND0000189,310
IND0000190,11
IND0000191,7
WRI1019920,565
IND0000192,623
IND0000193,138
IND0000194,640
IND0000195,353
IND0000196,216
IND0000197,512
IND0000198,93
WRI1019960,94
WRI1019921,641
IND0000199,212
IND0000200,435
IND0000201,369
IND0000202,10
IND0000203,20
IND0000204,556
WRI1019961,814
WRI1019962,578
WRI1019963,573
WRI1019922,688
IND0000205,18
IND0000206,38
IND0000207,640
WRI1019923,669
WRI1019924,515
IND0000208,308
IND0000209,294
IND0000210,294
IND0000211,297
IND0000212,79
IND0000213,293
WRI1019890,271
IND0000214,571
IND0000215,324
IND0000216,13
IND0000217,320
WRI1026340,433
IND0000519,589
IND0000218,407
IND0000219,1655
IND0000220,0
WRI1019925,556
IND0000221,104
IND0000222,65
IND0000223,773
IND0000224,15
IND0000225,77
IND0000226,77
WRI1020004,404
IND0000227,590
IND0000163,103
IND0000164,103
IND0000165,315
WRI1026341,166
WRI1026151,31
WRI1026152,24
WRI1026778,78
WRI1026153,340
WRI1026154,337
WRI1026155,417
WRI1026156,417
WRI1026157,133
WRI1026158,667
WRI1026159,218
WRI1026160,217
WRI1026161,403
WRI1026162,22
WRI1026163,18
WRI1026164,212
WRI1026668,474
WRI1026342,295
WRI1026165,14
WRI1026086,9
WRI1026067,345
WRI1026775,772
WRI1026848,15
WRI1019891,239
IND0000228,101
IND0000230,329
IND0000229,1132
IND0000232,556
WRI1026343,127
WRI1026674,301
WRI1019964,31
WRI1019965,444
IND0000234,473
IND0000235,1579
IND0000236,312
IND0000238,184
IND0000239,252
IND0000240,404
WRI1026344,136
WRI1026166,195
WRI1026167,215
WRI1026168,235
WRI1026345,101
WRI1026169,198
WRI1026346,1068
IND0000242,10
IND0000243,804
IND0000244,640
IND0000245,343
IND0000246,186
IND0000247,338
IND0000248,231
WRI1019966,281
IND0000249,275
WRI1019967,8
WRI1020005,369
IND0000250,148
IND0000252,170
IND0000253,1479
IND0000254,454
IND0000255,1103
WRI1019926,20
IND0000520,73
WRI1019892,342
IND0000256,589
IND0000257,702
WRI1019968,262
IND0000258,45
WRI1019969,238
IND0000260,258
IND0000261,288
IND0000262,115
IND0000263,115
IND0000264,13
IND0000265,217
IND0000266,199
IND0000267,217
IND0000268,323
IND0000272,22
WRI1019893,214
IND0000273,273
IND0000275,546
WRI1026348,247
WRI1026070,746
WRI1019927,572
IND0000276,321
WRI1019970,195
WRI1019971,15
WRI1020014,13
WRI1020015,6
IND0000278,8
IND0000279,6
IND0000280,495
WRI1019928,620
WRI1019972,66
IND0000281,61
IND0000282,380
WRI1026077,1146
WRI1026170,479
WRI1026171,217
WRI1026172,217
WRI1026173,4
WRI1026093,220
WRI1026092,221
WRI1026174,613
WRI1026175,217
IND0000283,190
IND0000287,122
IND0000286,159
IND0000521,72
WRI1020006,471
WRI1019973,24
WRI1019974,271
WRI1019975,247
WRI1019976,292
IND0000288,132
WRI1020007,344
IND0000289,498
IND0000291,253
IND0000292,568
WRI1019977,616
IND0000293,568
IND0000294,1497
IND0000522,227
WRI1020008,282
IND0000297,69
IND0000298,61
IND0000299,49
IND0000300,47
IND0000301,48
IND0000302,332
WRI1019894,450
IND0000303,3068
WRI1019895,412
IND0000306,427
WRI1026349,879
IND0000307,6
IND0000308,6
IND0000309,2088
IND0000284,149
IND0000285,149
WRI1026350,604
WRI1026064,40
WRI1026176,96
WRI1026351,657
WRI1026352,727
WRI1026177,181
WRI1026178,173
WRI1026179,177
WRI1026065,151
IND0000310,196
IND0000311,211
IND0000312,163
WRI1026091,237
WRI1026085,5
IND0000313,4
IND0000314,19
IND0000315,4
IND0000316,459
IND0000317,34
IND0000318,850
IND0000319,1612
IND0000320,125
IND0000321,240
IND0000322,132
IND0000323,470
IND0000324,103
IND0000325,288
IND0000326,1975
WRI1019954,487
IND0000327,206
IND0000328,452
IND0000329,2040
WRI1020017,20
IND0000330,291
IND0000331,278
IND0000332,389
IND0000333,594
IND0000334,39
IND0000335,328
IND0000336,348
IND0000337,522
IND0000338,6
IND0000339,329
IND0000340,422
IND0000341,266
IND0000342,266
IND0000343,219
IND0000344,210
IND0000345,316
IND0000346,133
IND0000523,45
WRI1019978,562
IND0000347,479
IND0000348,1033
IND0000349,1033
WRI1026180,32
WRI1026663,976
WRI1026750,406
WRI1026751,164
WRI1026181,126
WRI1026182,315
WRI1026183,223
WRI1026184,221
WRI1026673,25
WRI1026788,7
WRI1026792,296
WRI1026791,154
WRI1026185,36
WRI1026186,55
WRI1026187,198
IND0000350,392
IND0000351,346
WRI1019896,350
IND0000354,574
IND0000355,159
IND0000356,361
WRI1019929,360
IND0000357,233
IND0000358,306
WRI1019930,436
IND0000360,355
IND0000361,221
WRI1019897,496
IND0000362,272
WRI1019931,696
IND0000363,302
IND0000364,166
IND0000365,929
IND0000366,943
IND0000367,540
IND0000368,645
WRI1019979,664
IND0000369,426
WRI1019898,380
IND0000370,325
IND0000371,116
IND0000372,187
IND0000373,58
IND0000374,122
IND0000375,276
IND0000376,307
IND0000377,215
IND0000378,267
IND0000379,39
IND0000380,288
IND0000381,152
IND0000352,169
IND0000353,172
WRI1026188,402
WRI1026189,399
WRI1026190,265
WRI1026191,212
WRI1026192,153
WRI1026193,79
WRI1026194,420
WRI1026770,255
WRI1026195,217
WRI1026196,217
WRI1026197,219
WRI1026198,217
WRI1026752,321
WRI1026666,938
WRI1026199,500
WRI1026084,7
IND0000382,102
IND0000383,68
IND0000384,227
IND0000385,37
WRI1019980,495
IND0000386,487
IND0000387,41
IND0000388,315
IND0000389,447
IND0000390,154
WRI1019932,599
WRI1019981,619
WRI1019982,554
WRI1019983,569
IND0000391,4493
IND0000392,489
WRI1019933,647
IND0000393,169
IND0000394,659
IND0000395,284
WRI1020009,344
IND0000396,444
WRI1019984,601
IND0000397,546
IND0000524,4
IND0000398,484
IND0000399,246
IND0000400,1216
IND0000401,578
IND0000403,1262
IND0000404,78
IND0000405,78
IND0000406,437
WRI1019985,566
IND0000408,498
IND0000409,598
WRI1019899,479
WRI1019934,662
WRI1019986,532
WRI1019900,285
WRI1026789,497
IND0000411,16
IND0000412,9
IND0000413,5
IND0000414,150
IND0000415,293
IND0000416,393
IND0000417,287
IND0000525,74
IND0000418,483
WRI1019987,526
IND0000421,10
IND0000422,604
IND0000423,298
IND0000424,204
IND0000425,3300
IND0000426,212
IND0000427,583
IND0000428,25
IND0000430,46
IND0000431,186
IND0000432,468
IND0000433,87
IND0000434,310
IND0000435,275
WRI1026771,109
WRI1026773,340
WRI1026772,138
WRI1026200,194
WRI1026201,186
WRI1026657,358
WRI1026202,437
WRI1026203,464
WRI1026204,225
WRI1026076,973
WRI1026205,24
WRI1026206,479
WRI1026207,607
WRI1026208,96
WRI1026209,87
WRI1026210,99
WRI1026786,722
WRI1026785,877
WRI1026784,932
IND0000410,284
WRI1026211,313
WRI1026212,100
WRI1026213,56
WRI1026764,233
WRI1026762,9
WRI1026763,10
WRI1026214,643
WRI1026087,49
IND0000436,480
WRI1020016,208
WRI1019988,204
IND0000438,77
IND0000439,96
IND0000440,213
IND0000441,254
IND0000442,228
IND0000443,94
IND0000444,7
IND0000445,2
IND0000446,356
IND0000447,94
IND0000450,508
IND0000449,185
IND0000448,190
IND0000526,1580
IND0000451,706
IND0000452,237
WRI1019989,13
IND0000453,5
WRI1019990,14
IND0000454,2734
IND0000455,154
IND0000456,358
IND0000457,289
IND0000458,17
IND0000459,489
IND0000460,489
IND0000461,57
IND0000462,6
IND0000463,6
WRI1019991,7
IND0000464,6
IND0000465,6
WRI1019935,367
IND0000466,15
IND0000468,3
IND0000467,15
WRI1026758,306
WRI1026774,71
WRI1026767,869
WRI1026660,681
WRI1026215,81
WRI1026787,715
WRI1026078,960
WRI1026217,217
WRI1026654,339
WRI1026659,489
WRI1026218,281
WRI1026098,289
WRI1026097,319
WRI1026765,122
IND0000469,330
IND0000470,609
IND0000471,257
IND0000472,34
IND0000473,494
IND0000474,105
IND0000475,88
IND0000476,69
IND0000477,976
IND0000478,131
IND0000479,118
IND0000480,26
WRI1026759,297
IND0000481,299
IND0000482,616
IND0000483,344
IND0000484,4217
IND0000485,3
WRI1019992,24
IND0000486,1493
IND0000487,1232
IND0000488,182
IND0000489,20
IND0000490,18
IND0000491,102
WRI1026066,354
IND0000492,256
IND0000493,448
IND0000494,12
IND0000495,3
IND0000496,7
IND0000497,59
WRI1020010,303
WRI1020011,440
WRI1019936,430
IND0000499,27
WRI1019993,479
WRI1020012,427
IND0000500,43
IND0000501,30
IND0000502,20
WRI1020013,464
IND0000503,306
IND0000504,573
IND0000505,1458
IND0000506,7
WRI1026665,886
WRI1026219,78
WRI1019937,428
IND0000507,82
IND0000508,206
WRI1019994,282
IND0000509,612
IND0000510,326
WRI1026220,6
WRI1026221,230
WRI1026760,1139
WRI1026753,136
WRI1026769,224
IND0000511,270
WRI1019995,580
IND0000512,903
IND0000513,366
WRI1026222,810
WRI1026776,712
WRI1019901,357
WRI1026761,311
WRI1000736,0
WRI1000737,871
WRI1000738,767
WRI1000739,397
WRI1000743,385
WRI1000744,69
WRI1000745,90
WRI1000746,9
WRI1000747,733
WRI1000748,214
WRI1000750,1719
WRI1000751,1719
WRI1000752,2067
WRI1000755,548
WRI1000756,32
WRI1000758,1355
WRI1000759,1003
WRI1000762,59
WRI1000764,62
WRI1000765,62
WRI1000769,0
WRI1000771,53
WRI1000772,18
WRI1000773,22
WRI1000775,66
WRI1000776,733
WRI1000777,784
WRI1000778,859
WRI1000779,733
WRI1000780,327
WRI1000781,138
WRI1000783,148
WRI1000785,540
WRI1000788,477
WRI1000791,2
WRI1000792,48
WRI1000793,680
WRI1000794,12
WRI1000800,196
WRI1000809,188
WRI1000817,26
WRI1000818,26
WRI1000821,4
WRI1000822,9
WRI1000824,188
WRI1000825,5
WRI1000829,10
WRI1000830,11
WRI1000833,5
WRI1000834,5
WRI1000835,8
WRI1000836,6
WRI1000837,6
WRI1000844,33
WRI1000845,7
WRI1000846,2
WRI1000849,7
WRI1000855,188
WRI1000858,57
WRI1000859,7
WRI1000867,0
WRI1000868,7
WRI1000870,17
WRI1000871,7
WRI1000874,2
WRI1000875,10
WRI1000876,11
WRI1000878,4
WRI1000879,1
WRI1000880,1
WRI1000881,1
WRI1000882,6
WRI1000883,6
WRI1000885,3
WRI1000886,7
WRI1000887,11
WRI1000894,23
WRI1000898,83
WRI1000904,0
WRI1000906,21
WRI1000907,10
WRI1000910,10
WRI1000913,69
WRI1000914,1
WRI1000915,4
WRI1000916,1
WRI1000918,397
WRI1000919,44
WRI1000920,6
WRI1000921,0
WRI1000925,7
WRI1000929,11
WRI1000932,397
WRI1000938,3
WRI1000939,1
WRI1000940,7
WRI1000943,397
WRI1000945,397
WRI1000947,397
WRI1000948,4
WRI1000949,397
WRI1000950,397
WRI1000954,1
WRI1000956,5
WRI1000960,213
WRI1000941,63
WRI1000965,397
WRI1000966,3
WRI1000967,3
WRI1000970,7
WRI1000972,2
WRI1000974,397
WRI1000975,397
WRI1000978,42
WRI1000979,25
WRI1000980,13
WRI1000981,397
WRI1000982,35
WRI1000983,397
WRI1000984,9
WRI1000985,397
WRI1000988,44
WRI1000990,8
WRI1000991,8
WRI1000992,21
WRI1000994,7
WRI1000995,7
WRI1000997,7
WRI1000999,24
WRI1000801,234
WRI1000802,33
WRI1000803,7
WRI1000804,7
WRI1000805,7
WRI1000806,733
WRI1001004,61
WRI1001005,607
WRI1001009,39
WRI1001010,306
WRI1001013,444
WRI1001014,722
WRI1001015,21
WRI1001017,396
WRI1001018,9
WRI1001020,21
WRI1001021,223
WRI1001023,9
WRI1001024,567
WRI1001028,11
WRI1001031,7
WRI1001033,57
WRI1001035,0
WRI1001038,90
WRI1001039,733
WRI1001040,782
WRI1001044,1690
WRI1001045,304
WRI1001046,215
WRI1008113,2
WRI1008114,33
WRI1029942,116
WRI1008115,1751
WRI1029952,1335
WRI1029951,989
WRI1008117,38
WRI1029946,40
WRI1008120,11
WRI1008119,11
WRI1029958,2
WRI1008121,1109
WRI1008122,1316
WRI1023916,18
WRI1008126,18
WRI1008128,1051
WRI1008129,301
WRI1008130,221
WRI1008132,3
WRI1008133,1131
WRI1008134,1521
WRI1008135,1119
WRI1029944,485
WRI1029945,2
WRI1008137,811
WRI1008139,66
WRI1008141,1521
WRI1029948,542
WRI1029947,1067
WRI1008144,1063
WRI1008145,679
WRI1008146,1277
WRI1008148,2054
WRI1008149,1224
WRI1008150,174
WRI1008151,716
WRI1029939,928
WRI1008152,835
WRI1008153,1747
WRI1029956,14
WRI1008154,2288
WRI1008155,1182
WRI1008156,7
WRI1008157,2
WRI1008158,1578
WRI1008159,359
WRI1008161,326
WRI1008162,963
WRI1008163,294
WRI1008164,2616
WRI1008165,35
WRI1008167,1244
WRI1008168,1265
WRI1008169,-13
WRI1008170,1340
WRI1029943,-17
WRI1029955,8
WRI1008173,1023
WRI1008174,6
WRI1008175,1019
WRI1008176,1127
WRI1008177,1270
WRI1008178,1292
WRI1008179,1244
WRI1008180,1537
WRI1008181,312
WRI1008182,1136
WRI1029941,623
WRI1008183,514
WRI1008184,1674
WRI1008185,1643
WRI1008186,1295
WRI1008187,-21
WRI1008188,1215
WRI1008189,957
WRI1008190,1921
WRI1008191,1531
WRI1029954,1183
WRI1008192,1109
WRI1029953,544
WRI1008193,1378
WRI1029940,1991
WRI1029950,1836
WRI1008194,1730
WRI1008195,1396
WRI1008197,1336
WRI1008196,1396
WRI1008198,1396
WRI1008200,1261
WRI1008202,1120
WRI1061133,104
WRI1008205,1206
WRI1008204,1206
WRI1008206,1206
WRI1029949,1325
WRI1008207,1455
WRI1008208,1656
WRI1008209,24
WRI1008211,1570
WRI1008212,1570
WRI1008716,137
WRI1008698,56
WRI1008715,6
WRI1008697,36
WRI1008710,40
WRI1008709,44
WRI1008707,5
WRI1008706,35
WRI1008714,215
WRI1008713,125
WRI1008712,120
WRI1008695,235
WRI1008717,469
WRI1008718,473
WRI1008711,42
WRI1008708,539
WRI1008700,339
WRI1008719,143
WRI1008720,105
WRI1008696,7
WRI1008722,272
WRI1008723,272
WRI1008694,244
WRI1008705,35
WRI1008721,64
WRI1008699,9
WRI1008701,38
WRI1008704,39
WRI1002813,7
WRI1002814,7
WRI1022825,377
WRI1002815,10
WRI1022830,286
WRI1022831,93
WRI1022837,12
WRI1022839,255
WRI1022847,85
WRI1022849,197
WRI1022852,388
WRI1022853,388
WRI1022857,126
WRI1022868,192
WRI1022869,216
WRI1022871,416
WRI1022876,72
WRI1022882,211
WRI1002820,67
WRI1022887,363
WRI1022888,223
WRI1002821,6
WRI1002822,67
WRI1022896,368
WRI1022899,319
WRI1022900,284
WRI1022904,392
WRI1002824,16
WRI1002825,79
WRI1002826,79
WRI1022913,386
WRI1022915,200
WRI1022920,363
WRI1022923,247
WRI1022929,183
WRI1002829,26
WRI1022931,303
WRI1022932,124
WRI1022936,106
WRI1002832,5
WRI1022941,329
WRI1022948,104
WRI1002834,18
WRI1022951,72
WRI1022952,219
WRI1002836,4
WRI1022958,226
WRI1022959,534
WRI1002837,83
WRI1002838,17
WRI1022970,164
WRI1002839,10
WRI1022977,362
WRI1002840,54
WRI1022979,392
WRI1002841,670
WRI1002842,65
WRI1002843,39
WRI1002844,36
WRI1008363,266
WRI1061479,343
WRI1061485,300
WRI1008374,796
WRI1026453,73
WRI1026454,31
WRI1061481,-379
WRI1008371,16
WRI1026455,51
WRI1008373,60
WRI1008360,11
WRI1026456,133
WRI1008366,76
WRI1008370,155
WRI1008358,7
WRI1008368,155
WRI1061486,170
WRI1061487,-140
WRI1061488,110
WRI1026462,447
WRI1026463,582
WRI1061482,418
WRI1026457,402
WRI1061490,68
WRI1008361,11
WRI1008364,356
WRI1026458,267
WRI1061489,305
WRI1008359,7
WRI1008362,17
WRI1061483,270
WRI1061480,17
WRI1026459,165
WRI1026460,128
WRI1026461,118
WRI1008365,138
WRI1061491,151
WRI1061484,220
WRI1021706,1149
WRI1021322,25
WRI1021523,0
WRI1002845,158
WRI1002846,132
WRI1002847,0
WRI1021354,266
WRI1002848,11
WRI1002849,6
WRI1002850,794
WRI1002851,3
WRI1026386,96
WRI1026387,11
WRI1026388,106
WRI1026389,107
WRI1026390,123
WRI1021583,0
WRI1026391,82
WRI1026392,150
WRI1026393,657
WRI1021701,818
WRI1021456,818
WRI1002852,690
WRI1021310,146
WRI1002853,255
WRI1021297,1200
WRI1021300,729
WRI1002854,8
WRI1002855,21
WRI1002857,272
WRI1026394,419
WRI1026395,152
WRI1026396,168
WRI1026397,131
WRI1021327,1573
WRI1002858,243
WRI1002859,258
WRI1021704,234
WRI1021703,231
WRI1002860,254
WRI1021303,566
WRI1021307,88
WRI1002862,79
WRI1002863,416
WRI1002864,669
WRI1002865,40
WRI1002866,23
WRI1002867,63
WRI1002868,528
WRI1021342,296
WRI1021764,428
WRI1002871,181
WRI1002872,533
WRI1021291,1796
WRI1021761,185
WRI1002873,73
WRI1002874,40
WRI1002875,78
WRI1026398,341
WRI1026399,168
WRI1026400,133
WRI1002861,124
WRI1026401,281
WRI1002876,152
WRI1002877,680
WRI1021333,4
WRI1002878,9
WRI1002879,2
WRI1002880,124
WRI1002881,1303
WRI1002882,1178
WRI1026402,40
WRI1002883,124
WRI1021364,549
WRI1002885,7
WRI1002884,18
WRI1026403,50
WRI1026404,271
WRI1002886,373
WRI1002888,94
WRI1021841,59
WRI1002890,156
WRI1002891,613
WRI1021309,446
WRI1026405,97
WRI1026406,683
WRI1026407,51
WRI1002894,5
WRI1021316,46
WRI1002895,1549
WRI1026408,131
WRI1002896,46
WRI1002897,61
WRI1021666,230
WRI1002898,129
WRI1002901,289
WRI1002902,988
WRI1002903,418
WRI1021663,259
WRI1002904,220
WRI1002905,2
WRI1002906,4
WRI1026409,46
WRI1002900,13
WRI1026410,81
WRI1026411,194
WRI1026412,115
WRI1021318,371
WRI1002908,283
WRI1002909,16
WRI1021355,265
WRI1002910,225
WRI1002912,23
WRI1002913,783
WRI1021759,393
WRI1021760,365
WRI1002914,245
WRI1002915,682
WRI1002907,39
WRI1026413,82
WRI1026414,63
WRI1026415,64
WRI1026416,248
WRI1026417,15
WRI1026418,82
WRI1002911,3
WRI1026419,70
WRI1026420,88
WRI1002916,2
WRI1021293,147
WRI1021797,582
WRI1021705,0
WRI1021915,361
WRI1021763,458
WRI1021721,571
WRI1021914,566
WRI1021348,487
WRI1021455,344
WRI1021762,438
WRI1021382,328
WRI1026421,25
WRI1021810,-1
WRI1002917,18
WRI1002918,55
WRI1021725,435
WRI1021667,457
WRI1021669,561
WRI1021665,580
WRI1002919,226
WRI1002920,12
WRI1002921,28
WRI1002922,1516
WRI1021299,270
WRI1002923,13
WRI1002924,1
WRI1002925,219
WRI1002927,15
WRI1002928,0
WRI1002929,175
WRI1002930,5
WRI1021869,82
WRI1002931,51
WRI1026423,353
WRI1026424,81
WRI1026425,88
WRI1002926,12
WRI1026426,205
WRI1026427,159
WRI1026428,139
WRI1026429,113
WRI1021724,400
WRI1021723,444
WRI1002934,79
WRI1002935,93
WRI1002936,343
WRI1002938,1869
WRI1002939,7
WRI1026430,3
WRI1002942,401
WRI1002944,493
WRI1002945,247
WRI1002947,9
WRI1002946,35
WRI1002948,33
WRI1002949,69
WRI1021664,445
WRI1002950,1046
WRI1021702,599
WRI1002951,20
WRI1021722,425
WRI1002952,144
WRI1002953,37
WRI1002954,279
WRI1002955,306
WRI1002956,72
WRI1002957,428
WRI1002958,47
WRI1002959,6
WRI1026431,81
WRI1026432,48
WRI1026433,326
WRI1026434,58
WRI1026435,101
WRI1026436,105
WRI1021598,0
WRI1002940,153
WRI1026437,416
WRI1026438,63
WRI1026439,73
WRI1021681,54
WRI1002960,530
WRI1002961,354
WRI1002962,92
WRI1002964,9
WRI1021298,120
WRI1002965,286
WRI1002966,17
WRI1002967,70
WRI1002970,11
WRI1021328,316
WRI1002971,0
WRI1002972,20
WRI1021668,424
WRI1021454,424
WRI1002973,145
WRI1002969,14
WRI1026440,121
WRI1026441,137
WRI1026442,287
WRI1026443,298
WRI1026444,282
WRI1026445,289
WRI1026446,309
WRI1026447,290
WRI1026448,25
WRI1026449,21
WRI1002976,17
WRI1002978,0
WRI1002979,962
WRI1002980,621
WRI1002981,300
WRI1002982,424
WRI1021344,250
WRI1002983,72
WRI1026450,899
WRI1026451,210
WRI1026452,97
WRI1023919,11
WRI1023918,7
WRI1023925,17
WRI1023924,124
WRI1023922,764
WRI1023917,5
WRI1023921,8
WRI1023927,171
WRI1023920,7
WRI1000657,24
WRI1000619,25
WRI1000656,15
WRI1000663,10
WRI1000625,16
WRI1026465,105
WRI1020222,786
WRI1026466,491
WRI1000640,10
WRI1026467,134
WRI1000699,984
WRI1026514,32
WRI1000667,15
WRI1000627,12
WRI1020075,13
WRI1000638,11
WRI1000641,13
WRI1000693,473
WRI1026468,923
WRI1026469,365
WRI1000678,24
WRI1020063,2
WRI1026470,176
WRI1000621,6
WRI1026471,62
WRI1000687,14
WRI1000650,12
WRI1000630,11
WRI1020040,15
WRI1020115,63
WRI1026472,58
WRI1026473,4
WRI1020084,9
WRI1000680,20
WRI1000618,29
WRI1020020,931
WRI1020116,1089
WRI1000637,19
WRI1026474,2
WRI1000617,10
WRI1000629,8
WRI1000675,-2
WRI1026475,118
WRI1026476,6
WRI1000654,5
WRI1000653,5
WRI1026477,10
WRI1020089,4
WRI1020211,583
WRI1000623,7
WRI1000635,0
WRI1000722,86
WRI1020234,457
WRI1000718,605
WRI1026478,148
WRI1000686,32
WRI1020218,296
WRI1020024,659
WRI1026479,57
WRI1000731,213
WRI1026480,4
WRI1000696,578
WRI1026481,5
WRI1000672,15
WRI1026482,3
WRI1020042,9
WRI1026483,0
WRI1020056,13
WRI1026484,1
WRI1020201,829
WRI1026485,9
WRI1026486,95
WRI1026487,2
WRI1026488,62
WRI1026489,8
WRI1020235,366
WRI1026490,3
WRI1000648,8
WRI1020117,665
WRI1020048,8
WRI1026491,115
WRI1026492,198
WRI1026493,94
WRI1020086,83
WRI1000700,859
WRI1061348,6
WRI1020203,691
WRI1000622,24
WRI1020073,16
WRI1020068,24
WRI1000679,14
WRI1000636,8
WRI1000631,1
WRI1020070,1
WRI1000698,1334
WRI1026494,46
WRI1026495,58
WRI1020067,11
WRI1020039,21
WRI1026496,408
WRI1000713,105
WRI1026497,-1
WRI1026498,1
WRI1026499,2
WRI1026500,177
WRI1026501,2
WRI1026502,664
WRI1026503,5
WRI1026504,3
WRI1026505,1
WRI1026506,0
WRI1026507,332
WRI1026508,292
WRI1026509,20
WRI1026510,5
WRI1026511,4
WRI1026512,369
WRI1026513,3
WRI1026515,2
WRI1026517,6
WRI1026518,15
WRI1000652,6
WRI1026519,45
WRI1026516,17
WRI1000715,247
WRI1020119,986
WRI1026520,79
WRI1000673,11
WRI1020037,20
WRI1000670,20
WRI1000708,300
WRI1020023,300
WRI1026521,4
WRI1000734,738
WRI1000701,848
WRI1000682,10
WRI1026522,3
WRI1020060,4
WRI1026523,116
WRI1026524,377
WRI1000632,5
WRI1026525,115
WRI1020079,17
WRI1000660,0
WRI1026526,44
WRI1026527,74
WRI1026528,7
WRI1061346,11
WRI1020120,177
WRI1026529,150
WRI1020194,150
WRI1000716,225
WRI1000733,542
WRI1026530,90
WRI1020055,6
WRI1020155,14
WRI1020030,19
WRI1026531,209
WRI1020046,13
WRI1000646,1
WRI1000651,14
WRI1020080,4
WRI1026532,337
WRI1020071,10
WRI1020043,8
WRI1000691,374
WRI1000643,15
WRI1026533,144
WRI1020227,97
WRI1000620,18
WRI1000726,1023
WRI1020045,10
WRI1026534,486
WRI1020121,820
WRI1026535,4
WRI1020066,8
WRI1000634,10
WRI1000684,34
WRI1000721,477
WRI1026536,17
WRI1026537,0
WRI1026538,4
WRI1026539,0
WRI1020078,7
WRI1020072,10
WRI1000711,574
WRI1000725,798
WRI1000704,830
WRI1020233,731
WRI1000728,709
WRI1000710,326
WRI1000705,690
WRI1000712,513
WRI1000719,444
WRI1026540,2
WRI1000676,17
WRI1026541,7
WRI1026542,13
WRI1026543,18
WRI1020122,534
WRI1020123,1062
WRI1061347,58
WRI1026544,-1
WRI1020237,1227
WRI1020124,924
WRI1000735,545
WRI1020062,19
WRI1026545,156
WRI1000666,8
WRI1026546,72
WRI1026547,8
WRI1020036,15
WRI1026548,5
WRI1026549,7
WRI1026550,208
WRI1026551,5
WRI1000662,17
WRI1026552,0
WRI1000649,5
WRI1020077,22
WRI1000730,154
WRI1026553,4
WRI1000668,4
WRI1000688,9
WRI1026554,6
WRI1026555,216
WRI1026556,341
WRI1026557,17
WRI1000681,17
WRI1000685,20
WRI1000724,381
WRI1000665,14
WRI1000639,8
WRI1000717,185
WRI1000664,10
WRI1000661,15
WRI1000694,1274
WRI1000723,466
WRI1000633,6
WRI1000703,200
WRI1020064,25
WRI1026558,2
WRI1020065,5
WRI1026559,0
WRI1026560,979
WRI1000697,689
WRI1026561,3
WRI1026562,4
WRI1000624,9
WRI1026563,-1
WRI1026564,340
WRI1020125,1062
WRI1020049,7
WRI1020031,25
WRI1020035,0
WRI1000669,21
WRI1020236,382
WRI1000729,489
WRI1026565,1
WRI1026566,0
WRI1026567,0
WRI1000683,17
WRI1026568,181
WRI1000692,276
WRI1020041,8
WRI1026569,0
WRI1026570,533
WRI1000671,14
WRI1000644,10
WRI1026571,0
WRI1026572,64
WRI1020126,752
WRI1020228,148
WRI1000695,814
WRI1000659,10
WRI1000655,12
WRI1000732,383
WRI1026573,412
WRI1000720,287
WRI1020069,7
WRI1020232,321
WRI1000689,6
WRI1026574,0
WRI1020052,10
WRI1026575,6
WRI1026576,4
WRI1026577,6
WRI1026578,7
WRI1000674,23
WRI1000616,15
WRI1026579,7
WRI1026580,16
WRI1020230,526
WRI1020058,30
WRI1026581,3
WRI1026582,25
WRI1000645,9
WRI1026583,2
WRI1026584,87
WRI1026585,1003
WRI1026586,212
WRI1000647,69
WRI1000690,11
WRI1026587,61
WRI1026588,3
WRI1020127,710
WRI1026589,0
WRI1026590,107
WRI1020229,36
WRI1026591,48
WRI1020076,6
WRI1026592,5
WRI1026593,86
WRI1026594,307
WRI1000702,831
WRI1020026,210
WRI1026595,214
WRI1020128,41
WRI1000658,10
WRI1020129,375
WRI1020087,6
WRI1000642,14
WRI1000626,13
WRI1000628,13
WRI1020021,194
GEODB0046165,792
GEODB0002102,836
GEODB0002141,50
GEODB0003620,552
GEODB0046166,798
GEODB0005053,834
GEODB0005108,875
GEODB0005246,561
WRI1000288,124
WRI1023221,748
WRI1023220,633
WRI1000292,755
WRI1023215,368
WRI1023216,-23
WRI1023572,982
WRI1000296,343
WRI1000287,144
WRI1000297,480
WRI1000291,144
WRI1000299,558
WRI1023218,238
WRI1000286,160
WRI1000290,134
WRI1000289,625
WRI1023222,146
WRI1000293,134
WRI1000294,145
WRI1023219,729
WRI1000295,241
WRI1023213,315
WRI1023214,302
WRI1000298,303
WRI1023217,348
WRI1000039,911
WRI1061216,1592
WRI1000040,1002
WRI1000041,690
WRI1000042,782
WRI1000050,8
WRI1000051,31
WRI1000052,31
WRI1000054,785
